model;brand;body_type;segment;usable_battery_kwh;real_range_km;efficiency_wh_km;zero_to_100_s;top_speed_kmh;towing_capacity_kg;price;charging_time_min;max_charging_power_kw;horsepower_hp;torque_nm;maintenance_cost_eur_year;seating_capacity;boot_capacity_l;adas_level;safety_rating_ncap;usage_type;energy_cost_eur_100km;insurance_rating;powertrain_type;fuel_type
Opel M-Class;Opel;Hatchback;C;0;732;575;10,2;213;640;41373;0;0;116;189;287;5;417;0;4;Personal;10,99;3;Essence;Essence
Porsche V-Class;Porsche;Wagon;C;10,8;900;300;9,8;237;950;45045;58;0;167;296;594;5;863;1;4;Personal;5;4;Hybrid;Hybride Essence
Toyota I6 Pro;Toyota;SUV;A;0;788;505;13,1;186;1655;24055;0;0;70;126;538;7;712;0;5;Personal;8,32;2;Diesel;Diesel
Ford R2 Pro;Ford;Coupe;B;0;642;576;10,8;212;541;32295;0;0;134;235;743;3;300;1;4;Commercial;11,01;2;Essence;Essence
Audi M7;Audi;Hatchback;C;0;1092;485;8,4;250;816;44512;0;0;216;418;745;5;408;1;4;Personal;8;4;Diesel;Diesel
Cupra II-22;Cupra;Coupe;D;0;1057;579;8,9;250;449;54835;0;0;207;407;519;3;259;1;5;Personal;9,55;6;Diesel;Diesel
Volvo EE-9;Volvo;Hatchback;A;0;757;462;9,9;212;815;31447;0;0;143;295;702;5;301;1;5;Personal;7,62;3;Diesel;Diesel
Volvo KK-9;Volvo;Hatchback;B;0;649;694;10,6;221;807;34207;0;0;121;176;534;5;458;1;4;Personal;13,26;3;Essence;Essence
Dacia DD-6;Dacia;SUV;C;0;599;700;9,9;221;1708;39417;0;0;104;168;598;7;739;0;4;Personal;13,51;3;Essence;Essence
Seat B44;Seat;Sedan;C;0;574;700;8,9;250;829;46472;0;0;225;322;494;5;392;1;4;Personal;13,63;4;Essence;Essence
Seat VV-88;Seat;Crossover;F;0;1045;652;7,3;250;1338;103747;0;0;238;473;597;7;574;1;4;Commercial;10,76;7;Diesel;Diesel
Toyota 888;Toyota;Hatchback;B;0;749;549;9,3;224;789;29110;0;0;130;239;656;5;373;1;4;Personal;9,06;2;Diesel;Diesel
Mercedes-Benz I5;Mercedes-Benz;Hatchback;A;15,7;882;421;12,3;194;700;26333;59;0;84;117;588;5;513;0;5;Personal;5,3;2;Hybrid;Hybride Essence
Opel K2x;Opel;Wagon;C;15,7;900;380;8,4;250;1307;49439;28;0;233;352;337;5;829;1;4;Commercial;5,16;4;Hybrid;Hybride Essence
Renault I7;Renault;Sedan;B;1,6;900;415;10,9;226;893;38627;0;0;149;207;609;5;386;1;3;Commercial;7,14;4;Hybrid;Hybride Essence
Mercedes-Benz AA-77;Mercedes-Benz;Crossover;B;8,7;900;347;8;250;1387;43714;21;0;242;370;494;6;559;2;4;Personal;5;4;Hybrid;Hybride Essence
Mini P1x;Mini;Wagon;C;1,6;900;435;8,4;250;1294;47460;0;0;171;230;581;5;848;1;4;Personal;6,46;3;Hybrid;Hybride Diesel
Toyota GG-7;Toyota;Hatchback;C;0;789;616;9,7;230;462;44158;0;0;130;266;379;5;444;1;5;Personal;10,17;3;Diesel;Diesel
Skoda W77;Skoda;Wagon;B;0;1087;450;12,9;183;1160;30440;0;0;70;129;648;5;554;0;4;Personal;6,47;2;Diesel;Diesel
Fiat B5 Pro;Fiat;Sedan;C;0,8;900;339;8,1;250;807;50323;0;0;214;385;660;5;483;1;4;Personal;5,82;5;Hybrid;Hybride Essence
Fiat S6;Fiat;SUV;C;1,3;900;423;11,3;205;1983;40987;0;0;137;189;433;7;479;1;4;Personal;7,27;3;Hybrid;Hybride Essence
Nissan U6;Nissan;Hatchback;A;1,6;900;312;11,1;197;910;25797;0;0;98;147;557;5;353;0;4;Personal;5,36;2;Hybrid;Hybride Essence
Aston Martin T-Class;Aston Martin;Coupe;E;1,2;900;312;7,2;250;551;81630;0;0;324;572;640;3;273;2;4;Personal;5,36;5;Hybrid;Hybride Essence
Porsche L7;Porsche;Crossover;C;0;1081;450;8,7;250;1431;50444;0;0;202;383;694;6;717;1;3;Personal;7,08;4;Diesel;Diesel
Seat Z1x;Seat;SUV;F;0;1100;450;6,8;250;2007;108279;0;0;311;477;520;6;517;2;3;Personal;6,21;9;Diesel;Diesel
Skoda 777;Skoda;Pickup;E;0;1100;499;9;250;2416;72792;0;0;232;404;444;5;0;1;5;Commercial;9,53;6;Essence;Essence
Alfa Romeo S-Class;Alfa Romeo;SUV;C;1,2;900;312;11,6;200;1634;41935;0;0;100;139;422;6;644;0;4;Personal;5,36;2;Hybrid;Hybride Essence
Toyota T9x;Toyota;MPV;B;0;1097;450;11,5;184;962;28385;0;0;70;115;536;8;828;0;5;Personal;6,08;2;Diesel;Diesel
Lancia F-Class;Lancia;Wagon;D;0;1100;450;9,3;246;1212;52507;0;0;221;367;778;5;809;1;3;Sports;8,54;5;Essence;Essence
Mazda ZZ-44;Mazda;MPV;C;16,7;900;300;8,8;250;994;48864;54;0;205;339;594;6;803;1;5;Personal;5;6;Hybrid;Hybride Essence
Toyota A55;Toyota;MPV;B;15,5;900;300;11,2;212;1370;37062;23;0;154;252;656;6;565;1;4;Commercial;5;3;Hybrid;Hybride Essence
Opel C-Class;Opel;Pickup;C;0;992;481;10,1;240;2430;38635;0;0;152;199;436;2;0;1;3;Commercial;9,19;3;Essence;Essence
Skoda K6 Pro;Skoda;Hatchback;C;12,9;900;434;11,4;237;546;41312;29;0;142;202;466;5;484;1;3;Personal;5;4;Hybrid;Hybride Diesel
Seat B5x;Seat;Coupe;E;0;894;700;6,5;250;634;81494;0;0;324;548;613;4;371;2;4;Personal;11,73;8;Diesel;Diesel
BMW II5;BMW;Coupe;D;0;1100;496;10,2;202;605;50438;0;0;134;231;556;3;353;1;5;Personal;8,19;4;Diesel;Diesel
Audi D5;Audi;Crossover;E;10,1;900;413;8,9;250;1700;72963;44;0;256;343;684;6;483;2;4;Personal;5;7;Hybrid;Hybride Diesel
Suzuki II3;Suzuki;Sedan;D;12;900;300;8,9;250;696;56296;43;0;221;363;543;5;450;1;4;Personal;5;7;Hybrid;Hybride Essence
Seat PP-11;Seat;Pickup;D;0;1092;541;9,4;250;2271;60479;0;0;205;411;587;2;0;1;5;Personal;8,92;4;Diesel;Diesel
Renault AA-88;Renault;Sedan;C;0;938;519;9,2;231;1087;46000;0;0;160;330;666;5;394;1;4;Personal;8,56;4;Diesel;Diesel
Toyota M8;Toyota;SUV;F;1,9;900;478;6,9;250;1463;105012;0;0;324;551;584;6;736;2;4;Personal;8,21;8;Hybrid;Hybride Essence
Hyundai G7 Pro;Hyundai;SUV;F;0;949;687;6,3;250;1654;109728;0;0;342;479;562;6;529;2;5;Personal;13,13;7;Essence;Essence
Peugeot T2;Peugeot;Hatchback;D;0;1100;450;9,8;220;707;51047;0;0;156;280;554;5;507;1;3;Personal;6,17;3;Diesel;Diesel
Ford U-Class;Ford;Wagon;D;0;747;700;9,3;250;1040;55427;0;0;184;324;780;5;750;1;4;Personal;13,67;4;Essence;Essence
Aston Martin CC8;Aston Martin;Hatchback;C;0;718;658;9,2;228;725;43952;0;0;177;272;712;5;370;1;4;Personal;10,86;4;Diesel;Diesel
Lexus I55;Lexus;Wagon;B;0;673;587;11,2;202;1062;29666;0;0;102;144;739;5;683;0;4;Personal;11,21;2;Essence;Essence
Subaru Q-Class;Subaru;Coupe;E;1,2;900;442;7,3;250;655;83430;0;0;275;394;459;3;264;2;4;Commercial;7,61;5;Hybrid;Hybride Essence
Volkswagen VV-3;Volkswagen;SUV;A;12,4;900;344;9,2;213;1886;28050;35;0;124;198;571;5;484;1;3;Sports;5;2;Hybrid;Hybride Essence
Porsche U11;Porsche;Wagon;B;1;900;389;11;182;1233;30797;0;0;70;124;447;5;561;0;4;Personal;6,69;2;Hybrid;Hybride Essence
Seat DD-1;Seat;Hatchback;C;0,8;900;332;12,1;196;657;40730;0;0;103;159;474;5;418;0;5;Commercial;5,71;3;Hybrid;Hybride Essence
Aston Martin W99;Aston Martin;Coupe;C;0;714;579;10,3;220;376;40468;0;0;150;238;355;3;380;1;4;Personal;11,06;4;Essence;Essence
Toyota TT-66;Toyota;MPV;C;0;1100;450;9,7;210;1184;46341;0;0;136;253;737;6;587;1;5;Personal;6,13;3;Diesel;Diesel
Volkswagen S4;Volkswagen;Hatchback;B;0;710;550;11,2;201;552;32772;0;0;93;161;311;5;510;0;4;Personal;10,5;2;Essence;Essence
Volkswagen X5;Volkswagen;Wagon;B;0;781;517;10,1;241;1430;35053;0;0;138;199;639;5;565;1;4;Personal;9,88;3;Essence;Essence
Honda A-Class;Honda;SUV;B;0;1100;450;11,2;200;1838;30144;0;0;90;168;507;7;712;0;4;Personal;6,6;2;Diesel;Diesel
Toyota X1 Pro;Toyota;SUV;C;1,1;900;439;11,8;194;1696;36762;0;0;73;130;385;6;791;0;4;Personal;7,55;2;Hybrid;Hybride Essence
Volkswagen MM-2;Volkswagen;Wagon;A;12,9;900;428;9,6;250;1388;31208;24;0;181;321;444;5;509;1;4;Personal;5;5;Hybrid;Hybride Diesel
Hyundai 888;Hyundai;SUV;D;0;1100;450;8,3;250;1794;63149;0;0;253;435;658;5;558;2;4;Commercial;6,69;4;Diesel;Diesel
Vauxhall 222;Vauxhall;Crossover;B;0;572;647;10,7;210;1668;31528;0;0;163;221;504;6;594;1;4;Sports;12,36;4;Essence;Essence
Volvo GG-6;Volvo;Sedan;C;12,5;900;300;10,7;213;1064;41880;23;0;125;221;526;5;510;1;4;Personal;5;4;Hybrid;Hybride Diesel
Ferrari WW7;Ferrari;SUV;C;0;1053;491;10;239;1852;44429;0;0;157;318;356;6;773;1;4;Personal;8,1;4;Diesel;Diesel
Volkswagen 777;Volkswagen;Convertible;C;2;873;476;10,5;234;0;40449;0;0;119;161;274;3;225;0;4;Commercial;8,18;3;Hybrid;Hybride Essence
Kia E-Class;Kia;Hatchback;E;0;1100;450;7,8;250;630;83216;0;0;263;405;439;5;319;2;4;Personal;6,08;5;Diesel;Diesel
Skoda UU6;Skoda;Crossover;B;1,4;711;500;9,7;226;1931;36670;0;0;126;176;622;5;642;1;4;Personal;9,86;5;Hybrid;Hybride Essence
Jaguar OO6;Jaguar;Sedan;C;1,8;763;500;10,8;217;834;40048;0;0;127;206;700;5;481;1;4;Personal;9,91;2;Hybrid;Hybride Essence
Seat KK-11;Seat;Coupe;D;9,7;900;437;9,3;250;469;57828;24;0;235;341;559;4;236;1;3;Personal;5,78;4;Hybrid;Hybride Essence
Toyota M11;Toyota;Crossover;A;1,3;866;393;11;190;1443;28751;0;0;105;149;602;6;451;0;4;Personal;6,75;2;Hybrid;Hybride Essence
Citroën E-Class;Citroën;SUV;D;0;768;700;8,5;250;1687;63068;0;0;259;440;647;7;572;2;4;Personal;14,52;4;Essence;Essence
Audi 444;Audi;Sedan;F;0;1100;506;6,3;250;984;113203;0;0;338;553;843;5;595;2;4;Commercial;8,35;7;Diesel;Diesel
Kia RR9;Kia;SUV;C;1,8;874;500;11;200;1639;38615;0;0;70;125;637;5;466;0;3;Sports;8,82;2;Hybrid;Hybride Diesel
Volvo GG7;Volvo;MPV;F;0;1100;481;7,6;241;1100;100250;0;0;248;376;450;5;817;2;5;Personal;9,18;5;Essence;Essence
Toyota W3;Toyota;SUV;C;1,9;888;500;8,1;250;1837;57297;0;0;254;384;625;5;545;2;4;Personal;8,99;5;Hybrid;Hybride Essence
Dacia V2x;Dacia;SUV;C;13,2;900;344;10,5;221;1770;46032;49;0;156;276;646;7;680;1;5;Personal;5;3;Hybrid;Hybride Essence
Dacia 999;Dacia;Wagon;B;0;680;588;9,8;214;1220;33900;0;0;140;218;687;5;849;1;4;Personal;9,7;3;Diesel;Diesel
Vauxhall Z7 Pro;Vauxhall;SUV;A;14,4;900;402;10,5;213;1796;30437;39;0;115;157;611;6;567;0;4;Personal;5,29;3;Hybrid;Hybride Essence
Renault Z2 Pro;Renault;SUV;B;12,9;884;438;9,6;250;1659;43820;41;0;197;298;564;6;599;1;4;Personal;5,46;4;Hybrid;Hybride Essence
Lexus B8 Pro;Lexus;SUV;C;0;838;539;12,1;176;1976;35422;0;0;70;112;573;5;601;0;3;Personal;10,3;2;Essence;Essence
Mini R8 Pro;Mini;Hatchback;C;0;907;579;8;250;837;52585;0;0;213;381;457;5;456;1;4;Personal;9,56;5;Diesel;Diesel
Seat II4;Seat;Wagon;B;0,9;744;500;9;226;1085;44312;0;0;190;338;400;5;803;1;3;Personal;9,85;4;Hybrid;Hybride Essence
Mercedes-Benz H-Class;Mercedes-Benz;Convertible;C;0;825;578;9,6;228;57;37654;0;0;145;261;718;2;236;1;5;Personal;11,04;3;Essence;Essence
Ford MM-4;Ford;MPV;B;1,5;725;500;9,4;220;1141;38680;0;0;157;207;675;5;544;1;5;Personal;9,09;3;Hybrid;Hybride Essence
Maserati LL-22;Maserati;Convertible;C;0;793;610;10,1;234;130;41857;0;0;130;180;718;3;256;1;4;Commercial;11,64;4;Essence;Essence
Toyota PP-7;Toyota;SUV;B;0;645;650;10,2;189;1903;28426;0;0;70;110;474;6;708;0;4;Personal;12,42;2;Essence;Essence
Cupra CC6;Cupra;Sedan;D;0;816;618;8,7;250;1051;56409;0;0;213;378;461;5;491;1;4;Personal;11,81;5;Essence;Essence
Nissan R2 Pro;Nissan;Crossover;C;1,4;900;500;9,5;237;1386;46508;0;0;180;259;535;6;589;1;4;Commercial;8,7;3;Hybrid;Hybride Essence
Fiat VV8;Fiat;MPV;D;1,3;900;500;8,1;250;1037;61605;0;0;226;335;818;8;834;1;4;Personal;9,55;5;Hybrid;Hybride Essence
Skoda PP-7;Skoda;Wagon;A;0;669;483;10,4;213;977;26698;0;0;109;155;415;5;667;0;4;Personal;9,22;3;Essence;Essence
Fiat TT-3;Fiat;SUV;C;0;1048;503;10,2;204;2121;41897;0;0;136;279;561;5;715;1;3;Personal;8,29;3;Diesel;Diesel
Mercedes-Benz H7 Pro;Mercedes-Benz;Crossover;F;11,2;900;300;5,8;250;1609;116563;39;0;405;557;839;6;635;3;5;Personal;5;9;Hybrid;Hybride Essence
Ford U55;Ford;Wagon;A;0;765;468;9,8;203;1349;28202;0;0;105;192;573;5;540;0;4;Personal;7,72;2;Diesel;Diesel
Vauxhall L-Class;Vauxhall;MPV;C;0;881;508;9,9;243;1028;41254;0;0;182;274;562;7;508;1;5;Commercial;8,38;3;Diesel;Diesel
Citroën 777;Citroën;Wagon;A;0,9;850;469;11,2;218;1276;25752;0;0;104;167;603;5;889;0;4;Commercial;8,06;2;Hybrid;Hybride Essence
Opel R3x;Opel;SUV;B;0;1081;450;9,2;219;1593;37138;0;0;172;296;546;6;647;1;4;Commercial;6,13;5;Diesel;Diesel
Mini VV-44;Mini;Sedan;C;0;629;700;11;236;955;44920;0;0;149;236;597;5;568;1;4;Commercial;13,44;4;Essence;Essence
Volkswagen P11;Volkswagen;SUV;B;0;959;450;10,9;210;1802;33642;0;0;112;150;227;7;660;0;4;Personal;7,65;3;Essence;Essence
Volvo D77;Volvo;SUV;C;0;885;542;9,2;248;1764;50006;0;0;208;322;415;6;546;1;5;Personal;8,93;6;Diesel;Diesel
Lancia S-Class;Lancia;MPV;E;1,2;900;500;9,5;250;1135;70093;0;0;206;277;546;6;556;1;4;Personal;8,8;4;Hybrid;Hybride Essence
Honda 111;Honda;SUV;B;0,9;892;497;9,7;210;1941;34959;0;0;129;221;687;6;765;1;4;Personal;8,55;4;Hybrid;Hybride Essence
Audi A3x;Audi;SUV;B;1,3;900;423;10,4;186;1737;37106;0;0;115;192;500;5;493;0;5;Personal;7,26;3;Hybrid;Hybride Essence
Subaru 999;Subaru;SUV;D;0;1100;450;9,5;211;1962;52133;0;0;205;280;567;5;599;1;4;Personal;7,65;5;Essence;Essence
Seat N7 Pro;Seat;Crossover;C;0;1019;507;9,1;222;1494;44824;0;0;173;289;634;7;551;1;4;Personal;8,36;4;Diesel;Diesel
Nissan EE7;Nissan;SUV;E;1,4;900;419;7,7;250;1845;78428;0;0;275;417;565;6;514;2;4;Personal;7,21;7;Hybrid;Hybride Essence
Volkswagen H5 Pro;Volkswagen;Hatchback;C;0;821;566;10,7;218;766;44973;0;0;131;204;386;5;503;1;3;Commercial;9,33;3;Diesel;Diesel
Lancia 666;Lancia;Convertible;C;0;921;540;10;237;55;42479;0;0;159;315;678;3;254;1;4;Personal;8,91;4;Diesel;Diesel
Saab 111;Saab;SUV;E;0;1100;558;7,9;250;1827;85872;0;0;278;474;699;7;676;2;4;Personal;9,21;6;Diesel;Diesel
Renault 666;Renault;SUV;B;0;918;460;10,7;187;2058;29661;0;0;108;176;556;6;590;0;4;Personal;8,78;2;Essence;Essence
Audi OO-88;Audi;Sedan;D;0;800;627;8,5;250;1035;59835;0;0;234;380;457;5;514;1;5;Commercial;11,98;5;Essence;Essence
Renault K8x;Renault;Crossover;D;0;1028;546;9,4;250;1193;59868;0;0;214;377;762;5;721;1;5;Personal;10,44;5;Essence;Essence
Skoda Z33;Skoda;Wagon;D;1,3;895;500;10,2;250;1175;57662;0;0;216;361;528;5;890;1;5;Personal;10,08;4;Hybrid;Hybride Essence
BMW C3 Pro;BMW;Convertible;B;0;765;531;11,5;192;178;27489;0;0;70;100;664;4;221;0;3;Personal;10,14;1;Essence;Essence
Porsche T6;Porsche;Hatchback;C;0;1100;450;10,7;206;602;45278;0;0;151;240;338;5;419;1;5;Personal;6,08;2;Diesel;Diesel
Seat NN-66;Seat;Pickup;B;1,2;900;386;9,5;229;2500;37396;0;0;165;252;498;2;0;1;3;Personal;6,63;3;Hybrid;Hybride Essence
Ford FF-99;Ford;Wagon;F;0;920;650;6,9;250;1210;103630;0;0;309;416;818;5;645;2;4;Personal;12,42;9;Essence;Essence
Cupra D-Class;Cupra;Sedan;A;10,8;829;409;9,9;214;1091;31306;23;0;127;190;509;5;386;1;5;Personal;5,34;5;Hybrid;Hybride Essence
BMW Q-Class;BMW;Sedan;A;0;638;601;10,3;179;774;28588;0;0;96;198;263;5;540;0;4;Personal;9,91;2;Diesel;Diesel
Mazda T9;Mazda;Sedan;E;0;1100;511;7,8;250;792;78227;0;0;274;442;549;5;581;2;4;Personal;8,43;8;Diesel;Diesel
Mini T9 Pro;Mini;Convertible;C;0;875;567;9,7;250;61;46495;0;0;201;332;604;4;245;1;4;Personal;10,84;4;Essence;Essence
Nissan K6x;Nissan;Sedan;C;2;900;438;9,7;249;941;50297;0;0;201;288;743;5;610;1;5;Personal;7,52;4;Hybrid;Hybride Essence
Fiat L3x;Fiat;SUV;C;0;875;540;10,6;187;1863;35709;0;0;93;123;471;5;729;0;5;Personal;10,32;2;Essence;Essence
Fiat B44;Fiat;Wagon;D;0;826;681;10,2;224;1239;46715;0;0;124;167;656;5;889;1;5;Commercial;13,01;3;Essence;Essence
Volkswagen R5x;Volkswagen;Convertible;B;1,5;853;457;9,9;207;0;38409;0;0;158;213;592;2;184;1;3;Sports;7,86;3;Hybrid;Hybride Essence
Koenigsegg DD6;Koenigsegg;Crossover;C;0;923;533;9,4;227;1567;44382;0;0;192;278;516;7;492;1;4;Personal;10,18;4;Essence;Essence
DS Automobiles F-Class;DS Automobiles;Wagon;C;0;1036;450;11,5;180;1225;34523;0;0;79;140;592;5;611;0;5;Personal;8,44;4;Essence;Essence
Dacia I-Class;Dacia;Hatchback;C;0;776;595;9,7;229;670;49022;0;0;152;281;706;5;420;1;5;Personal;9,82;4;Diesel;Diesel
Volkswagen HH-33;Volkswagen;Convertible;B;0;874;515;8,9;239;0;42413;0;0;210;286;541;2;311;1;3;Personal;9,83;4;Essence;Essence
Mitsubishi I-Class;Mitsubishi;Sedan;B;0;690;594;11,6;196;835;31167;0;0;104;139;426;5;477;0;5;Personal;11,35;3;Essence;Essence
Opel WW-5;Opel;Hatchback;D;0;626;700;7,5;250;615;60628;0;0;291;520;431;5;350;2;4;Personal;15,62;7;Essence;Essence
Land Rover D44;Land Rover;Pickup;B;1,6;809;500;10,4;208;2500;36309;0;0;107;148;564;4;0;0;4;Personal;9,15;2;Hybrid;Hybride Essence
Volkswagen R3 Pro;Volkswagen;Sedan;C;0;861;545;10,2;214;743;41113;0;0;134;221;511;5;486;1;5;Personal;8,98;4;Diesel;Diesel
Porsche U1;Porsche;Hatchback;C;0;797;535;10,6;205;783;41328;0;0;117;201;583;5;402;0;4;Personal;10,21;4;Essence;Essence
Vauxhall S4 Pro;Vauxhall;Crossover;C;1;900;312;9,6;201;1468;42270;0;0;119;187;556;7;529;0;4;Personal;5,36;3;Hybrid;Hybride Essence
Mercedes-Benz Q1;Mercedes-Benz;Sedan;D;0;1100;450;9,9;232;888;50759;0;0;137;223;625;5;551;1;5;Commercial;7,12;5;Diesel;Diesel
BMW GG5;BMW;Hatchback;C;0;699;623;10,5;226;679;39059;0;0;136;222;512;5;306;1;4;Personal;11,9;4;Essence;Essence
Ford Z8x;Ford;Crossover;E;0;918;660;9,2;250;1560;74548;0;0;271;463;509;6;524;2;5;Personal;10,88;6;Diesel;Diesel
Audi E8 Pro;Audi;Wagon;D;0;951;560;9,5;221;1378;50343;0;0;161;257;604;5;580;1;5;Personal;10,7;4;Essence;Essence
Koenigsegg D-Class;Koenigsegg;Coupe;D;0;881;589;10,1;229;700;56157;0;0;171;231;653;2;212;1;4;Personal;11,26;5;Essence;Essence
Rolls-Royce OO-88;Rolls-Royce;Hatchback;D;1,9;900;448;8,1;250;826;63057;0;0;273;475;893;5;319;2;4;Personal;7,7;5;Hybrid;Hybride Essence
Toyota C-Class;Toyota;Crossover;B;0;1100;450;10,4;227;1509;36974;0;0;169;310;530;5;712;1;4;Personal;6,08;3;Diesel;Diesel
Seat Z-Class;Seat;Coupe;F;1,5;900;490;6,6;250;596;117660;0;0;335;436;525;2;287;2;4;Commercial;7,28;9;Hybrid;Hybride Diesel
Alfa Romeo CC4;Alfa Romeo;Hatchback;D;0;757;688;9,7;250;457;60217;0;0;207;327;434;5;515;1;3;Personal;13,13;5;Essence;Essence
BMW 333;BMW;Sedan;C;0;1020;450;12;174;973;35295;0;0;80;118;492;5;424;0;5;Personal;8,13;4;Essence;Essence
Dacia L5 Pro;Dacia;Hatchback;B;12,1;900;376;10,9;223;747;37864;32;0;151;264;637;5;509;1;4;Personal;5,06;4;Hybrid;Hybride Essence
Opel VV-99;Opel;SUV;B;0;835;524;11,5;217;1615;29387;0;0;113;154;624;6;636;0;5;Commercial;10,02;4;Essence;Essence
Renault 666;Renault;Sedan;C;17,3;900;500;10;229;830;47070;53;0;155;227;731;5;406;1;4;Personal;5,69;5;Hybrid;Hybride Diesel
Citroën O2;Citroën;Wagon;C;0;883;523;10,2;218;1233;45988;0;0;161;312;643;5;580;1;4;Personal;8,63;4;Diesel;Diesel
Dacia L4 Pro;Dacia;Pickup;D;0;907;599;8,9;250;2500;58633;0;0;200;325;476;3;0;1;4;Commercial;9,88;3;Diesel;Diesel
BMW W1 Pro;BMW;Sedan;C;0;843;550;9,6;189;1015;36479;0;0;92;135;534;5;497;0;4;Personal;10,5;3;Essence;Essence
Mini H3;Mini;Crossover;C;2;900;500;8,7;250;1700;52034;0;0;237;400;340;6;652;1;3;Personal;7,56;4;Hybrid;Hybride Diesel
Mitsubishi H4x;Mitsubishi;Sedan;B;0;634;669;9,9;233;882;29135;0;0;153;253;500;5;578;1;5;Sports;12,79;2;Essence;Essence
Ford Q-Class;Ford;Hatchback;B;0;780;596;11,2;203;563;30061;0;0;114;195;518;5;503;0;3;Personal;9,83;3;Diesel;Diesel
Cupra FF-88;Cupra;Wagon;A;0;523;676;11,9;176;1299;22072;0;0;70;123;597;5;856;0;4;Personal;11,15;1;Diesel;Diesel
Vauxhall E-Class;Vauxhall;SUV;D;1,4;900;376;9,9;198;1955;54006;0;0;117;184;573;7;666;0;4;Personal;6,46;3;Hybrid;Hybride Essence
Porsche 444;Porsche;MPV;C;0;1100;450;9,9;250;1352;56270;0;0;240;482;555;8;514;2;5;Personal;6,35;5;Diesel;Diesel
Mercedes-Benz O2;Mercedes-Benz;SUV;E;0;1100;512;8,4;250;1856;73819;0;0;258;484;570;6;488;2;5;Commercial;8,44;6;Diesel;Diesel
Ford SS-44;Ford;Hatchback;D;0;968;564;8,1;239;940;59185;0;0;221;352;590;5;519;1;5;Personal;10,77;5;Essence;Essence
Toyota B77;Toyota;SUV;D;0;889;614;9,3;239;1767;54157;0;0;152;259;598;6;508;1;4;Personal;11,73;5;Essence;Essence
Toyota U-Class;Toyota;Sedan;C;0;1080;450;9;227;1092;39118;0;0;133;193;618;5;402;1;3;Personal;7,65;4;Essence;Essence
Land Rover VV-6;Land Rover;Convertible;D;1,9;900;409;9,5;250;0;62023;0;0;205;312;515;2;295;1;5;Sports;7,03;4;Hybrid;Hybride Essence
Cupra RR-33;Cupra;Wagon;E;0;1076;559;7,6;250;928;74388;0;0;275;519;659;5;720;2;5;Personal;9,22;7;Diesel;Diesel
Mitsubishi H-Class;Mitsubishi;SUV;D;0;1061;533;8,5;250;1659;54052;0;0;209;360;500;6;604;1;4;Personal;8,78;4;Diesel;Diesel
Maserati QQ-77;Maserati;SUV;B;0;970;450;10,8;177;1731;27474;0;0;78;120;373;5;615;0;3;Personal;8,23;1;Essence;Essence
Alfa Romeo SS8;Alfa Romeo;Crossover;D;0;1100;555;9,5;233;1500;55000;0;0;168;266;369;7;652;1;4;Commercial;9,16;6;Diesel;Diesel
Seat D-Class;Seat;Wagon;B;8,7;900;300;10,6;223;1088;41247;34;0;137;219;456;5;899;1;4;Personal;5;3;Hybrid;Hybride Essence
Skoda 777;Skoda;Hatchback;A;0;619;658;10,3;191;715;25189;0;0;70;130;695;5;449;0;4;Personal;10,85;3;Diesel;Diesel
Seat LL-44;Seat;Hatchback;D;0;960;519;9,2;221;778;51522;0;0;157;271;714;5;425;1;3;Commercial;9,92;4;Essence;Essence
BMW D3x;BMW;Hatchback;D;0;931;595;9,7;250;742;54824;0;0;184;247;628;5;347;1;4;Personal;11,37;5;Essence;Essence
BMW LL-22;BMW;SUV;B;11,6;824;487;9,5;238;1783;43126;44;0;156;273;664;6;575;1;4;Personal;6,19;3;Hybrid;Hybride Essence
Kia XX7;Kia;SUV;A;1,5;900;382;9,9;226;1944;35046;0;0;175;235;652;7;558;1;4;Personal;6,57;3;Hybrid;Hybride Essence
Alfa Romeo Q88;Alfa Romeo;Hatchback;E;0;1022;680;8,1;250;604;72402;0;0;246;473;668;5;461;2;4;Personal;11,22;7;Diesel;Diesel
Porsche W4x;Porsche;SUV;B;1,1;900;473;11,1;212;1771;34902;0;0;141;226;243;6;716;1;4;Personal;8,13;2;Hybrid;Hybride Essence
Nissan K5;Nissan;SUV;A;0;566;597;11,5;184;1734;21273;0;0;70;105;764;7;464;0;4;Personal;11,4;2;Essence;Essence
Volkswagen G7 Pro;Volkswagen;Hatchback;D;0;840;699;9,8;250;778;52700;0;0;203;358;547;5;302;1;5;Personal;13,36;5;Essence;Essence
Audi S6;Audi;MPV;D;0;736;700;10,3;205;1149;53384;0;0;154;235;517;7;975;1;4;Personal;13,52;4;Essence;Essence
Renault W-Class;Renault;Crossover;C;1,3;900;343;10,2;205;1548;45080;0;0;158;207;720;6;586;1;3;Commercial;5,9;3;Hybrid;Hybride Essence
Cupra N8x;Cupra;SUV;C;0;930;551;9,1;230;1898;45298;0;0;179;321;627;7;792;1;4;Commercial;9,08;4;Diesel;Diesel
Renault N5x;Renault;SUV;C;1,1;900;384;10;250;1739;46153;0;0;191;299;867;7;499;1;4;Personal;5,7;4;Hybrid;Hybride Diesel
Volvo I8;Volvo;Sedan;B;0;879;496;11,4;189;708;28231;0;0;72;138;443;5;469;0;3;Personal;8,19;1;Diesel;Diesel
